,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
5539,Noida,Healthy Food,150,50,3.4,40,26,30 
5540,Pune,"Cafe, Pizza, Beverages",200,50,3.3,13,7,30 
5541,Noida,North Indian,100,50,3.7,185,58,45 
5542,Kolkata,"Cafe, Salad",350,50,3.9,659,407,45 
5543,Delhi,"Bakery, Fast Food",150,50,2.9,6,1,30 
5544,Pune,"Chinese, North Indian, South Indian, Fast Food",200,0,3.3,33,15,30 
5545,Kolkata,"Biryani, Hyderabadi, North Indian, Mughlai",100,0,3.1,7,4,30 
5546,Noida,"Mughlai, Biryani, North Indian",200,50,NEW,-,-,30 
5547,Bangalore,"Cafe, Continental, American",300,99,4.1,1104,508,45 
5548,Delhi,"Chinese, North Indian, Street Food",200,50,2.3,105,46,45 
5549,Delhi,"North Indian, BBQ",200,50,3.3,20,3,30 
5550,Delhi,"Fast Food, North Indian",100,50,NEW,-,-,30 
5551,Bangalore,"North Indian, Chinese",250,50,3.8,46,28,30 
5552,Delhi,"Mithai, Pizza",150,50,3.1,4,1,30 
5553,Bangalore,"Biryani, North Indian, Chinese",250,99,3.4,257,74,65 
5554,Bangalore,"Mithai, Cafe, Street Food",50,50,NEW,-,-,30 
5555,Gurgaon,"Fast Food, Desserts",200,50,4.2,211,139,45 
5556,Pune,Maharashtrian,200,50,-,-,-,30 
5557,Bangalore,"South Indian, North Indian",100,50,-,-,-,30 
5558,Kolkata,"Mishti, Street Food, South Indian",100,50,3.5,77,35,30 
5559,Gurgaon,"Biryani, Hyderabadi",300,50,3.9,562,281,45 
5560,Delhi,"Fast Food, North Indian",200,99,3.9,116,48,45 
5561,Pune,"Pizza, Italian",200,50,3.9,237,175,30 
5562,Bangalore,"Continental, Chinese, Fast Food",200,50,3.0,39,12,30 
5563,Bangalore,"South Indian, Kerala, Beverages",150,50,3.1,6,4,30 
5564,Mumbai,Mithai,250,50,3.6,50,30,45 
5565,Noida,"North Indian, Chinese",250,50,NEW,-,-,30 
5566,Gurgaon,North Indian,150,50,3.0,32,20,30 
5567,Mumbai,"Chinese, Fast Food, Mughlai",300,50,3.7,128,30,45 
5568,Gurgaon,"Bakery, Mithai, Fast Food",200,50,3.2,31,14,30 
5569,Bangalore,"Desserts, Ice Cream",150,50,4.2,87,52,20 
5570,Mumbai,"Fast Food, Chinese",100,50,3.1,6,2,30 
5571,Delhi,Street Food,100,50,-,-,-,30 
5572,Delhi,North Indian,100,50,3.2,6,1,30 
5573,Kolkata,"Fast Food, Chinese",150,99,-,-,-,30 
5574,Noida,North Indian,200,50,NEW,-,-,45 
5575,Bangalore,"North Indian, Chinese",150,50,3.9,-,-,30 
5576,Pune,Tea,50,50,-,-,-,30 
5577,Noida,"North Indian, Mughlai, Chinese",200,50,-,-,-,30 
5578,Gurgaon,Chinese,400,50,3.9,337,143,65 
5579,Pune,Desserts,150,50,4.3,114,58,30 
5580,Bangalore,"Pizza, Fast Food",200,0,2.9,64,25,30 
5581,Mumbai,"North Indian, Modern Indian",850,50,4.4,4883,2649,65 
5582,Delhi,Fast Food,200,50,3.3,64,22,45 
5583,Delhi,Chinese,250,50,4.3,374,251,45 
5584,Pune,"Ice Cream, Desserts",200,50,3.9,103,62,30 
5585,Pune,"Beverages, Tea, Continental, Mexican, Italian, North Indian, Fast Food, Cafe",250,50,4.2,604,405,45 
5586,Delhi,"Fast Food, Beverages",300,50,-,-,-,65 
5587,Kolkata,Mishti,150,50,-,-,-,30 
5588,Delhi,North Indian,100,50,3.5,43,23,45 
5589,Delhi,"Pizza, Fast Food",200,50,3.0,5,1,30 
5590,Gurgaon,"North Indian, Mughlai",150,50,3.3,-,-,30 
5591,Bangalore,"Burger, Continental, Italian, Beverages",300,50,4.3,319,199,45 
5592,Noida,"North Indian, Mughlai",150,99,4.2,431,138,30 
5593,Mumbai,"Beverages, Desserts, Ice Cream",200,50,3.9,109,55,30 
5594,Bangalore,Hot dogs,100,50,3.6,15,10,30 
5595,Delhi,"Continental, Desserts, Beverages, Sandwich, Fast Food",200,50,3.2,6,5,30 
5596,Pune,"Italian, Mexican, Pizza, Salad, Beverages",600,50,4.1,656,301,45 
5597,Bangalore,Fast Food,100,50,3.3,4,1,30 
5598,Noida,"North Indian, Chinese",200,50,NEW,-,-,30 
5599,Delhi,"North Indian, Fast Food, Italian",600,50,3.6,889,571,65 
5600,Delhi,"Continental, North Indian, Chinese",350,50,3.7,260,176,45 
5601,Gurgaon,"Biryani, North Indian",200,50,-,-,-,30 
5602,Delhi,"Wraps, Rolls",150,50,3.1,28,15,30 
5603,Pune,"Burger, Fast Food",100,50,3.3,19,10,30 
5604,Noida,"North Indian, Chinese, Biryani",200,50,NEW,-,-,30 
5605,Noida,Rolls,100,50,NEW,-,-,30 
5606,Noida,"North Indian, Burger, Fast Food, Beverages",250,50,-,-,-,30 
5607,Bangalore,"Biryani, Mughlai",200,50,3.5,45,23,30 
5608,Pune,"Desserts, Paan",50,50,3.7,22,9,30 
5609,Bangalore,"Chinese, North Indian, Fast Food",200,50,3.8,-,-,30 
5610,Bangalore,"Thai, Chinese",250,50,3.8,197,91,45 
5611,Gurgaon,"North Indian, Mughlai",200,50,3.5,28,5,30 
5612,Noida,"North Indian, Chinese",200,50,3.6,46,44,30 
5613,Pune,"Biryani, North Indian",150,50,NEW,-,-,30 
5614,Delhi,Fast Food,150,50,3.9,220,143,65 
5615,Noida,"Chinese, Mughlai, North Indian",600,99,3.5,292,168,30 
5616,Mumbai,"Bakery, Fast Food",250,50,3.6,100,41,30 
5617,Mumbai,"North Indian, Chinese, Fast Food",200,50,-,-,-,30 
5618,Gurgaon,"North Indian, Fast Food",250,50,-,-,-,30 
5619,Bangalore,"North Indian, Arabian",150,50,-,-,-,30 
5620,Noida,North Indian,200,50,-,-,-,30 
5621,Gurgaon,"Pizza, Fast Food",200,50,3.9,74,11,30 
5622,Noida,"North Indian, Mughlai",200,50,-,-,-,30 
5623,Mumbai,"Bakery, Desserts",150,99,4.0,60,47,65 
5624,Delhi,"North Indian, Chinese, Italian",200,50,4.2,161,58,30 
5625,Gurgaon,"Chinese, North Indian",200,50,3.2,8,-,30 
5626,Kolkata,"Chinese, North Indian",150,50,2.5,17,5,30 
5627,Delhi,North Indian,200,50,3.7,49,8,30 
5628,Hyderabad,"Street Food, Juices, Desserts",100,50,3.7,99,24,30 
5629,Pune,"Fast Food, Street Food",150,50,3.0,4,-,30 
5630,Pune,"North Indian, Chinese, Continental, Thai",650,50,NEW,-,-,30 
5631,Pune,"North Indian, Chinese",200,50,3.7,324,125,30 
5632,Delhi,"Healthy Food, North Indian, Kebab",200,50,4.2,1882,1172,45 
5633,Delhi,"Fast Food, Italian, Beverages",200,50,3.4,13,8,30 
5634,Delhi,"North Indian, Fast Food, Chinese",100,0,3.5,20,9,30 
5635,Bangalore,"Ice Cream, Desserts, Beverages",150,50,4.2,383,235,30 
5636,Mumbai,"North Indian, Mughlai, Chinese",200,50,3.7,277,143,45 
5637,Pune,"Fast Food, Desserts",200,50,3.3,10,5,30 
5638,Gurgaon,"North Indian, Chinese",100,50,NEW,-,-,30 
5639,Bangalore,"Desserts, Ice Cream",200,50,-,-,-,30 
5640,Noida,Bakery,200,50,NEW,-,-,30 
5641,Delhi,"Rolls, Fast Food",200,50,4.1,1334,767,65 
5642,Kolkata,"North Indian, Chinese, Fast Food, Beverages",400,50,3.8,226,52,30 
5643,Hyderabad,"Mughlai, Biryani",200,50,3.9,566,77,30 
5644,Delhi,"Mughlai, Biryani",200,50,3.1,4,1,30 
5645,Kolkata,"Pizza, Fast Food",100,50,3.2,11,3,30 
5646,Bangalore,"South Indian, North Indian, Chinese",150,50,3.5,22,6,45 
5647,Noida,Bakery,200,50,2.4,26,8,120 
5648,Mumbai,North Indian,200,50,3.9,363,163,30 
5649,Bangalore,Desserts,200,50,4.6,511,328,30 
5650,Noida,"Biryani, Kebab",250,50,3.9,814,251,65 
5651,Bangalore,North Indian,150,50,3.4,34,16,30 
5652,Delhi,"North Indian, Chinese",200,50,3.3,-,-,30 
5653,Delhi,"Bakery, Fast Food",150,50,3.4,23,4,30 
5654,Gurgaon,"North Indian, Chinese",200,99,4.4,366,209,30 
5655,Mumbai,"Ice Cream, Desserts",100,50,3.9,142,44,30 
5656,Pune,"Burger, American, Fast Food",200,50,3.1,9,5,30 
5657,Mumbai,Mithai,200,50,3.3,12,3,30 
5658,Pune,"North Indian, Chinese, South Indian, Fast Food",200,50,3.6,22,10,45 
5659,Delhi,North Indian,50,50,NEW,-,-,30 
5660,Bangalore,"Cafe, Chinese",300,50,3.9,248,91,30 
5661,Mumbai,"Desserts, Beverages",200,50,4.0,79,43,30 
5662,Delhi,"North Indian, Chinese, Mughlai",300,50,2.7,10,5,30 
5663,Noida,"North Indian, Mughlai, Rolls",200,50,3.6,66,12,30 
5664,Bangalore,"North Indian, Chinese, Kebab",200,50,3.6,45,22,30 
5665,Noida,North Indian,50,50,2.9,4,2,30 
5666,Noida,North Indian,100,50,3.0,5,1,30 
5667,Noida,"Burger, Fast Food, Beverages",200,50,4.0,286,78,45 
5668,Delhi,Chinese,200,50,-,-,-,30 
5669,Noida,"Chinese, North Indian",200,50,3.4,124,20,45 
5670,Delhi,"Bakery, Desserts, Fast Food",100,50,3.7,81,31,30 
5671,Kolkata,"North Indian, Beverages",100,50,2.7,7,-,30 
5672,Pune,"Continental, Steak, Salad",550,50,4.0,897,529,30 
5673,Pune,"Cafe, Healthy Food, Desserts",200,50,3.9,509,296,45 
5674,Pune,"Hyderabadi, North Indian, Chinese, Beverages",300,99,3.8,591,125,45 
5675,Bangalore,"Kerala, Seafood, North Indian",350,50,4.2,1723,1133,65 
5676,Pune,"North Indian, Chinese",200,99,3.0,8,4,30 
5677,Noida,North Indian,150,50,NEW,-,-,45 
5678,Gurgaon,"Continental, Healthy Food",350,50,3.0,4,-,30 
5679,Mumbai,Fast Food,100,50,NEW,-,-,30 
5680,Pune,Street Food,100,50,3.6,51,24,30 
5681,Noida,"Fast Food, Beverages",200,50,4.0,164,56,30 
5682,Hyderabad,"Bakery, Desserts, Ice Cream",150,50,3.9,76,22,45 
5683,Mumbai,"Beverages, Fast Food, Chinese",200,50,4.1,432,201,45 
5684,Bangalore,Juices,100,50,3.6,10,7,30 
5685,Noida,"North Indian, Chinese",150,50,-,-,-,30 
5686,Bangalore,"Biryani, Andhra",300,50,4.1,347,96,45 
5687,Noida,"North Indian, Mughlai, Chinese",300,50,3.6,51,28,65 
5688,Pune,"North Indian, Chinese, Continental",200,50,NEW,-,-,30 
5689,Noida,"Pizza, Fast Food",100,50,3.5,20,7,30 
5690,Pune,"Ice Cream, Beverages",100,50,3.6,23,14,30 
5691,Hyderabad,"Beverages, Fast Food",150,50,4.0,336,194,45 
5692,Mumbai,"Fast Food, Mughlai, Chinese",250,50,3.0,5,-,30 
5693,Mumbai,Parsi,200,50,3.8,50,32,30 
5694,Noida,"North Indian, Mughlai, Chinese",200,50,3.6,93,51,45 
5695,Pune,"North Indian, Chinese",200,50,2.7,23,10,30 
5696,Pune,"Street Food, Fast Food, Beverages",150,50,3.4,13,10,45 
5697,Pune,"Beverages, Desserts",100,50,3.6,33,30,30 
5698,Noida,"North Indian, Continental, Chinese, Italian, Finger Food, Momos",800,50,4.5,2257,1708,45 
5699,Noida,"North Indian, Chinese, Italian",200,50,3.3,7,6,30 
5700,Bangalore,"Biryani, Chinese, North Indian",150,50,3.3,93,13,65 
5701,Bangalore,"Asian, Biryani, North Indian, Desserts",200,50,3.7,21,17,45 
5702,Gurgaon,"North Indian, Chinese",200,50,Opening Soon,-,-,30 
5703,Noida,North Indian,100,99,3.6,125,54,45 
5704,Delhi,"North Indian, Mughlai, Chinese, Momos",250,50,3.9,198,64,45 
5705,Mumbai,Fast Food,200,50,-,-,-,30 
5706,Delhi,North Indian,150,50,3.6,194,35,30 
5707,Kolkata,Cafe,100,50,-,-,-,30 
5708,Bangalore,"North Indian, Biryani, Sandwich, Rolls",200,50,3.9,73,58,20 
5709,Bangalore,"Andhra, Biryani",200,50,3.9,230,36,45 
5710,Kolkata,"North Indian, Biryani, Bengali, Chinese, Rolls",100,50,3.2,10,1,30 
5711,Delhi,Chinese,200,50,3.1,5,-,30 
5712,Bangalore,North Indian,"1,150",50,4.6,1038,774,30 
5713,Pune,"Chinese, North Indian, Biryani",200,50,2.8,13,4,30 
5714,Pune,"Cafe, Coffee, Tea, Desserts",300,50,4.5,1322,606,30 
5715,Bangalore,"Street Food, Fast Food, Beverages",100,50,4.2,185,60,45 
5716,Pune,"Biryani, North Indian, Mughlai",200,50,2.9,6,4,30 
5717,Bangalore,"North Indian, Chinese, Pizza, BBQ",500,99,3.8,1000,417,45 
5718,Gurgaon,"Desserts, Fast Food",150,50,-,-,-,30 
5719,Noida,"North Indian, Fast Food",100,99,3.2,108,14,45 
5720,Bangalore,"Cafe, Italian",200,99,4.0,279,169,45 
5721,Mumbai,"Asian, Chinese, Thai",500,50,3.9,895,538,45 
5722,Bangalore,North Indian,150,50,3.8,186,79,45 
5723,Noida,"Chinese, North Indian, South Indian, Mughlai",250,50,3.2,6,2,45 
5724,Noida,North Indian,150,50,3.1,7,1,30 
5725,Pune,South Indian,50,50,3.6,35,10,30 
5726,Noida,"Bakery, Fast Food",150,50,3.5,53,20,65 
5727,Kolkata,Fast Food,100,50,3.8,61,11,30 
5728,Gurgaon,"North Indian, Fast Food, Beverages",100,50,3.7,89,84,30 
5729,Noida,"North Indian, Chinese",100,50,Opening Soon,-,-,30 
5730,Pune,"Fast Food, Tea",100,50,4.3,375,159,45 
5731,Noida,"Fast Food, Raw Meats",200,50,4.1,189,160,30 
5732,Mumbai,"Fast Food, Chinese",200,50,3.1,76,36,45 
5733,Noida,"North Indian, Chinese",200,99,3.7,144,54,65 
5734,Bangalore,"North Indian, South Indian, Chinese",200,50,3.8,116,36,65 
5735,Delhi,"Cafe, Bakery",350,99,3.9,426,242,65 
5736,Bangalore,"Desserts, Beverages, Cafe, Ice Cream, Healthy Food",200,50,4.4,420,187,45 
5737,Mumbai,"North Indian, South Indian, Continental, Mediterranean, Lebanese, Desserts, Beverages",200,50,3.2,9,8,30 
5738,Delhi,"North Indian, Chinese",150,50,3.5,30,4,30 
5739,Bangalore,"Biryani, Andhra, North Indian, Seafood",250,50,4.4,7661,2724,30 
5740,Bangalore,"North Indian, Chinese",250,99,3.7,48,23,45 
5741,Hyderabad,South Indian,100,50,3.4,21,5,30 
5742,Bangalore,"North Indian, Fast Food, South Indian, Biryani, Sandwich, Juices, Rolls, Healthy Food",200,50,3.6,17,2,30 
5743,Hyderabad,"Street Food, Juices, Desserts",100,50,3.7,99,24,30 
5744,Noida,Bakery,100,99,3.4,25,18,65 
5745,Mumbai,"Beverages, Desserts, Ice Cream",200,99,3.8,178,84,45 
5746,Bangalore,Andhra,200,50,3.1,13,1,45 
5747,Noida,North Indian,100,50,3.1,6,3,30 
5748,Noida,"North Indian, Mughlai, Chinese",250,50,-,-,-,30 
5749,Noida,"North Indian, Street Food",100,50,NEW,-,-,30 
5750,Mumbai,"North Indian, Chinese",200,50,3.2,20,8,30 
5751,Noida,"North Indian, Mughlai, Rajasthani, Chinese, Bakery",200,50,4.5,366,182,65 
5752,Pune,North Indian,150,50,2.8,5,2,65 
5753,Mumbai,"Japanese, Sushi",300,99,4.0,155,98,45 
5754,Bangalore,"Bakery, Fast Food",100,50,4.0,57,38,30 
5755,Noida,"Mexican, Fast Food",250,50,3.8,75,38,30 
5756,Delhi,North Indian,150,99,-,-,-,30 
5757,Bangalore,"Bakery, Desserts",200,99,3.6,26,8,45 
5758,Gurgaon,"North Indian, Chinese, Fast Food, South Indian",200,50,3.5,21,3,30 
5759,Kolkata,"Fast Food, North Indian, Mishti",100,50,4.1,272,55,45 
5760,Noida,"Cafe, Burger, Italian",200,50,3.9,104,44,30 
5761,Bangalore,"Andhra, Biryani, South Indian",150,50,3.0,136,61,30 
5762,Noida,"Chinese, North Indian, Desserts",200,50,3.7,70,46,30 
5763,Delhi,"Chinese, Fast Food",150,50,3.6,131,40,45 
5764,Delhi,North Indian,200,50,3.8,106,10,30 
5765,Noida,"Fast Food, Beverages",250,99,4.4,1563,872,65 
5766,Pune,Fast Food,150,50,3.3,9,-,30 
5767,Delhi,North Indian,100,50,4.0,81,42,30 
5768,Mumbai,"Fast Food, Sandwich",150,50,3.9,157,68,45 
5769,Pune,"North Indian, Chinese",500,50,3.8,36,18,30 
5770,Pune,"Bakery, Cafe, Desserts",100,50,4.0,231,123,45 
5771,Bangalore,"Street Food, Fast Food",100,50,3.5,12,1,30 
5772,Gurgaon,"Chinese, North Indian, Fast Food, Mughlai",100,50,3.8,-,-,30 
5773,Noida,"Biryani, North Indian, Mughlai",200,50,3.4,15,9,30 
5774,Gurgaon,"Bakery, Fast Food",150,50,3.1,6,2,45 
5775,Delhi,"Chinese, Fast Food",200,50,NEW,-,-,30 
5776,Gurgaon,"North Indian, Mughlai",250,50,3.5,95,44,30 
5777,Pune,"Fast Food, Bakery, Desserts",150,50,3.6,18,10,30 
5778,Kolkata,"Fast Food, Beverages",150,50,3.2,13,4,45 
5779,Bangalore,"South Indian, North Indian, Chinese",200,50,3.9,93,47,30 
5780,Mumbai,"Bar Food, North Indian, Chinese",600,50,3.2,7,-,45 
5781,Hyderabad,"Street Food, Fast Food, Beverages, Desserts, Mithai",50,50,-,-,-,30 
5782,Delhi,"Bakery, Pizza, Beverages",150,50,3.9,66,47,30 
5783,Noida,"Rolls, Momos",150,50,3.7,23,10,30 
5784,Mumbai,"North Indian, Chinese, Fast Food",200,50,-,-,-,30 
5785,Kolkata,North Indian,200,50,3.7,227,130,45 
5786,Pune,"Cafe, Healthy Food, Italian",300,50,4.1,108,63,30 
5787,Noida,"American, Fast Food",200,50,3.8,551,161,45 
5788,Bangalore,"Biryani, South Indian, Chinese",200,50,3.2,148,70,30 
5789,Mumbai,Momos,150,50,4.1,226,119,45 
5790,Mumbai,"North Indian, Chinese, South Indian, Fast Food, Street Food",350,50,3.8,272,128,45 
5791,Pune,"Chinese, Pizza, Fast Food",150,50,3.7,55,20,30 
5792,Delhi,"North Indian, Fast Food, Momos",200,50,3.7,597,153,65 
5793,Noida,"Rolls, Chinese, Fast Food",100,50,3.3,12,1,30 
5794,Noida,"North Indian, Chinese",250,50,2.7,23,17,30 
5795,Pune,North Indian,100,50,3.5,26,10,30 
5796,Kolkata,North Indian,200,50,3.3,98,21,65 
5797,Delhi,Chinese,600,50,3.6,132,74,30 
5798,Bangalore,"North Indian, Chinese",100,50,3.3,6,1,30 
5799,Noida,"Bakery, Desserts, Fast Food",150,99,3.2,52,19,65 
5800,Noida,North Indian,300,99,-,-,-,65 
5801,Bangalore,"North Indian, Chinese, Biryani",350,50,3.8,272,119,30 
5802,Pune,Chinese,150,50,3.4,27,6,30 
5803,Bangalore,"North Indian, Fast Food, Burger, Momos",250,50,-,-,-,30 
5804,Gurgaon,Chinese,200,50,NEW,-,-,30 
5805,Pune,"Cafe, Fast Food",150,50,3.9,152,81,45 
5806,Pune,"Street Food, South Indian, North Indian",200,50,3.8,154,54,45 
5807,Noida,North Indian,200,50,3.3,142,61,45 
5808,Pune,"Street Food, South Indian",150,50,3.5,84,34,30 
5809,Pune,"Fast Food, Desserts, BBQ, Momos, North Indian",150,50,3.8,27,18,30 
5810,Bangalore,"Fast Food, Mexican, Street Food, Beverages",200,50,4.0,132,38,65 
5811,Bangalore,"Arabian, North Indian, Chinese, Kerala",200,50,3.4,31,4,30 
5812,Delhi,Fast Food,100,50,3.8,67,49,30 
5813,Noida,Fast Food,150,50,-,-,-,30 
5814,Pune,"Cafe, Beverages, Fast Food",100,50,3.6,87,32,30 
5815,Mumbai,"Desserts, Beverages",200,50,3.1,6,3,30 
5816,Delhi,North Indian,150,50,3.4,19,4,30 
5817,Delhi,North Indian,100,50,3.3,16,5,30 
5818,Pune,Fast Food,150,50,3.2,12,6,30 
5819,Noida,"North Indian, South Indian",150,50,4.0,114,68,30 
5820,Pune,Bakery,150,50,3.1,5,3,30 
5821,Pune,"North Indian, Continental",200,99,3.7,44,15,45 
5822,Mumbai,Momos,150,50,4.1,226,119,45 
5823,Mumbai,"Ice Cream, Desserts",100,50,3.4,7,4,30 
5824,Delhi,"North Indian, Chinese, South Indian",250,99,3.2,29,5,65 
5825,Delhi,"North Indian, Beverages",100,50,-,-,-,30 
5826,Mumbai,"Chinese, Continental, North Indian, Kebab, Seafood, Italian, Desserts",800,50,3.9,214,107,45 
5827,Bangalore,"Biryani, North Indian, Chinese",350,50,3.7,282,50,45 
5828,Delhi,"North Indian, Fast Food",200,50,3.7,575,104,45 
5829,Pune,"Finger Food, Brazilian, BBQ",750,50,4.3,108,67,45 
5830,Hyderabad,"South Indian, Street Food",100,50,3.3,37,5,30 
5831,Kolkata,"Tibetan, Momos",200,50,4.1,410,234,45 
5832,Pune,Chinese,200,50,3.3,6,4,30 
5833,Hyderabad,"North Indian, Chinese",200,50,3.5,32,5,30 
5834,Pune,"Ice Cream, Beverages",100,50,4.2,423,244,45 
5835,Noida,"North Indian, Chinese, Biryani",200,50,-,-,-,30 
5836,Bangalore,Healthy Food,200,50,-,-,-,30 
5837,Mumbai,"Desserts, Beverages",200,50,4.0,79,43,30 
5838,Pune,Pizza,150,50,-,-,-,30 
5839,Gurgaon,"North Indian, Chinese",200,50,3.6,78,52,30 
5840,Noida,"Bakery, Fast Food",150,99,2.7,42,10,65 
5841,Hyderabad,North Indian,100,50,3.2,10,2,30 
5842,Pune,"Finger Food, Bar Food, Italian, North Indian, Asian, Continental",700,50,4.2,424,199,45 
5843,Delhi,"North Indian, Chinese, South Indian",200,50,3.6,77,25,30 
5844,Bangalore,Biryani,100,50,3.2,60,12,30 
5845,Delhi,"Fast Food, Chinese",300,50,NEW,-,-,30 
5846,Delhi,"North Indian, Chinese",100,50,-,-,-,30 
5847,Delhi,"North Indian, Chinese",200,50,-,-,-,30 
5848,Pune,"Street Food, South Indian, North Indian",100,50,2.9,144,70,45 
5849,Bangalore,"Mexican, American, Fast Food",250,50,4.0,812,383,30 
5850,Gurgaon,"North Indian, Bengali, Chinese, South Indian",200,99,3.8,114,73,65 
5851,Bangalore,"Mithai, Bengali, Street Food, Fast Food",100,50,3.5,11,3,30 
5852,Delhi,Chinese,100,50,3.4,37,3,30 
5853,Bangalore,"Beverages, Desserts, Ice Cream",200,50,3.8,10,5,30 
5854,Bangalore,"Kerala, South Indian, Chinese",150,50,3.8,46,29,30 
5855,Mumbai,North Indian,100,50,3.7,55,22,30 
5856,Delhi,North Indian,50,50,3.2,8,4,30 
5857,Noida,North Indian,150,50,3.2,18,3,30 
5858,Mumbai,"Bakery, Desserts",200,50,3.6,28,16,45 
5859,Pune,"Cafe, Continental",350,50,4.4,331,186,30 
5860,Gurgaon,"Wraps, Healthy Food, Sandwich, Salad",150,50,3.8,434,128,45 
5861,Mumbai,"Bakery, Fast Food",100,50,3.3,45,31,30 
5862,Kolkata,"Tibetan, Momos",200,50,4.1,410,234,45 
5863,Delhi,Fast Food,100,50,-,-,-,30 
5864,Bangalore,"Bakery, Desserts",150,50,3.5,4,2,30 
5865,Bangalore,"Bengali, Seafood, North Indian, Biryani, Odia",300,50,3.6,579,100,45 
5866,Delhi,Cafe,250,50,4.4,243,176,30 
5867,Noida,"North Indian, Fast Food",100,50,3.5,18,11,30 
5868,Kolkata,Rolls,100,50,3.5,29,12,30 
5869,Delhi,"Biryani, Mughlai",100,50,NEW,-,-,30 
5870,Delhi,Fast Food,100,50,3.8,190,40,45 
5871,Mumbai,"Biryani, North Indian, Mughlai, Desserts, Beverages",150,0,NEW,-,-,30 
5872,Noida,Bakery,150,50,NEW,-,-,30 
5873,Bangalore,Street Food,50,50,3.5,9,2,30 
5874,Pune,"Chinese, Beverages",150,50,3.2,8,-,30 
5875,Noida,"North Indian, Mughlai, Chinese",250,50,2.6,67,42,30 
5876,Bangalore,"Desserts, Street Food, Sandwich, Beverages",150,50,3.9,211,132,30 
5877,Bangalore,"North Indian, Chinese",200,50,3.0,16,2,45 
5878,Delhi,"Cafe, Italian, Chinese, Beverages",400,50,4.1,154,110,30 
5879,Pune,"Cafe, Street Food, Fast Food",150,50,3.5,65,23,45 
5880,Mumbai,Lebanese,400,50,3.7,611,332,45 
5881,Pune,"Maharashtrian, North Indian, Chinese",300,50,3.6,37,19,45 
5882,Gurgaon,"North Indian, Rolls, Chinese",200,50,4.3,101,97,30 
5883,Noida,"North Indian, Beverages, Desserts",150,50,NEW,-,-,30 
5884,Noida,Mithai,50,99,2.8,28,11,30 
5885,Delhi,"Fast Food, Chinese, North Indian",200,50,3.4,221,22,65 
5886,Pune,"Burger, Sandwich, Fast Food, Beverages",200,50,3.4,7,-,30 
5887,Pune,"Bubble Tea, Desserts",200,50,3.5,42,23,30 
5888,Bangalore,North Indian,200,50,-,-,-,30 
5889,Bangalore,Beverages,100,50,NEW,-,-,45 
5890,Bangalore,"Bengali, North Indian",200,50,3.8,96,62,30 
5891,Mumbai,"Biryani, Chinese, Mughlai",200,50,3.6,27,7,30 
5892,Pune,"North Indian, South Indian",200,50,3.2,6,3,30 
5893,Noida,"Bakery, Desserts",200,200,3.9,336,217,120 
5894,Mumbai,"Ice Cream, Desserts",150,50,3.9,209,57,30 
5895,Delhi,North Indian,100,50,3.4,16,11,30 
5896,Noida,"Desserts, Beverages",100,50,4.0,431,255,45 
5897,Bangalore,"Street Food, South Indian",100,50,3.9,126,39,45 
5898,Bangalore,"Chinese, Rolls",150,50,-,-,-,30 
5899,Bangalore,"Chinese, Rolls, Burger, South Indian, Street Food",100,50,3.9,35,10,30 
5900,Kolkata,"Fast Food, Bengali",100,50,-,-,-,30 
5901,Noida,North Indian,100,50,NEW,-,-,30 
5902,Bangalore,North Indian,100,50,3.2,4,1,45 
5903,Mumbai,Lebanese,100,50,3.9,127,39,45 
5904,Kolkata,"Bengali, Mughlai, Awadhi, North Indian, South Indian, Chinese, Biryani",50,50,3.2,359,116,30 
5905,Noida,"North Indian, Mughlai, Beverages, Fast Food",150,50,2.9,-,-,30 
5906,Delhi,Fast Food,200,50,3.0,6,1,30 
5907,Noida,"North Indian, Mughlai",650,99,4.5,436,237,45 
5908,Noida,"Cafe, Fast Food, Beverages",200,50,3.9,254,154,45 
5909,Noida,"Fast Food, Beverages",250,99,4.4,1563,872,65 
5910,Delhi,"Bakery, Desserts",150,50,3.5,10,8,30 
5911,Delhi,Street Food,100,50,3.6,73,33,30 
5912,Delhi,"North Indian, South Indian, Chinese",150,50,-,-,-,30 
5913,Delhi,North Indian,150,50,NEW,-,-,30 
5914,Delhi,"Bakery, Fast Food, Chinese",200,50,3.9,306,223,30 
5915,Kolkata,Beverages,100,50,3.7,23,9,45 
5916,Mumbai,"Italian, Mexican",550,50,4.3,2947,1508,45 
5917,Mumbai,"Cafe, Desserts, Tea",250,50,3.4,90,26,45 
5918,Kolkata,"North Indian, Continental, South Indian, Chinese",500,50,3.8,161,87,30 
5919,Hyderabad,"Arabian, Mithai",200,50,3.6,52,7,30 
5920,Pune,"North Indian, Chinese",400,50,2.8,16,6,30 
5921,Noida,"North Indian, Mughlai",200,50,3.6,34,18,65 
5922,Bangalore,"Beverages, Fast Food",150,50,3.6,27,14,30 
5923,Noida,"Rolls, Biryani",150,50,3.8,61,43,30 
5924,Noida,South Indian,100,50,NEW,-,-,30 
5925,Delhi,"Beverages, Fast Food, Ice Cream",200,50,3.7,302,155,45 
5926,Bangalore,"Biryani, Mughlai, Chinese, Seafood",250,50,-,-,-,30 
5927,Kolkata,South Indian,150,50,3.4,20,10,30 
5928,Noida,Fast Food,200,50,3.4,19,6,30 
